Name,mode,scale,label,eta,validity,fid,sfid,is,precision,recall
guide_mode=manifold+scale=5+label=6,manifold,5,6,1,0.6914,61.74670197,132.2892549,4.635569572,0.550292969,0.526
guide_mode=dynamic-full-0.5*a*(1-a)+scale=100+label=8,dynamic-full-0.5*a*(1-a),100,8,1,0.5942,62.97816039,117.5002597,5.422237873,0.404296875,0.601
guide_mode=dynamic-two-0.5*a*(1-a)+scale=5+label=6,dynamic-two-0.5*a*(1-a),5,6,1,0.5107,62.96492125,134.3947698,5.525974274,0.466796875,0.629
guide_mode=dynamic-nog-0.1+scale=2+label=8,dynamic-nog-0.1,2,8,1,0.4634,92.83222273,115.2398268,5.807940006,0.384765625,0.515
guide_mode=dynamic-nog-0.1+scale=5+label=8,dynamic-nog-0.1,5,8,1,0.6558,71.00385163,115.7066552,5.029421329,0.468261719,0.496
guide_mode=dynamic-two-0.1*a-0.1*(1-a)+scale=20+label=6,dynamic-two-0.1*a-0.1*(1-a),20,6,1,0.6733,63.45615762,132.9296561,4.628310204,0.568359375,0.514
guide_mode=dynamic-two-0.1*a*(1-a)+scale=100+label=1,dynamic-two-0.1*a*(1-a),100,1,1,0.8188,63.48974371,126.9252016,3.856419086,0.505371094,0.422
guide_mode=dynamic-nog-0.1+scale=20+label=8,dynamic-nog-0.1,20,8,1,0.8389,54.72287883,118.618473,4.276014328,0.547363281,0.401
guide_mode=dynamic-fonly+scale=100+label=1,dynamic-fonly,100,1,1,0.812,64.26541848,126.8815396,3.983397722,0.479492188,0.442
guide_mode=manifold+scale=1+label=6,manifold,1,6,1,0.5522,64.63578082,130.3759205,5.162591457,0.471679688,0.579
guide_mode=dynamic-full-0.5*a*(1-a)+scale=100+label=6,dynamic-full-0.5*a*(1-a),100,6,1,0.4985,64.84294974,135.1258895,5.399273872,0.452148438,0.659
guide_mode=dynamic-nog-0.1+scale=50+label=8,dynamic-nog-0.1,50,8,1,0.8271,63.03601658,119.2985249,4.378638268,0.502441406,0.401
guide_mode=dynamic-one-0.1*(1-a)+scale=20+label=1,dynamic-one-0.1*(1-a),20,1,1,0.7974,65.19775937,127.8366452,3.652407169,0.452148438,0.281
guide_mode=dynamic-two-0.1*a*(1-a)+scale=5+label=6,dynamic-two-0.1*a*(1-a),5,6,1,0.5059,65.52963765,131.4326078,5.455046654,0.475585938,0.586
guide_mode=dynamic-two-0.1*a-0.1*(1-a)+scale=100+label=1,dynamic-two-0.1*a-0.1*(1-a),100,1,1,0.8184,65.54648387,126.9521096,3.821037054,0.510742188,0.38
guide_mode=dynamic-one-0.5*(1-a)+scale=50+label=1,dynamic-one-0.5*(1-a),50,1,1,0.8403,66.31513451,128.1846558,3.665589809,0.488769531,0.307
guide_mode=dynamic-two-0.5*a-0.5*(1-a)+scale=100+label=1,dynamic-two-0.5*a-0.5*(1-a),100,1,1,0.832,66.32417978,128.2089701,3.716487169,0.501953125,0.389
guide_mode=dynamic-nog-0.1*a+scale=20+label=6,dynamic-nog-0.1*a,20,6,1,0.665,66.53676481,133.0285414,4.626520157,0.547851563,0.476
guide_mode=dynamic-fonly+scale=5+label=6,dynamic-fonly,5,6,1,0.5083,66.95900392,131.1122542,5.400405407,0.472167969,0.575
guide_mode=dynamic-nog-0.5*a+scale=50+label=1,dynamic-nog-0.5*a,50,1,1,0.8364,66.99246833,130.6278201,3.628272533,0.466796875,0.267
guide_mode=dynamic-nog-0.5*a+scale=5+label=1,dynamic-nog-0.5*a,5,1,1,0.6191,67.1613945,123.9495759,4.309994221,0.397460938,0.373
guide_mode=dynamic-nog-0.1+scale=100+label=1,dynamic-nog-0.1,100,1,1,0.8203,67.21146913,127.7129401,3.789608717,0.48828125,0.372
guide_mode=dynamic-nog-0.1*a+scale=100+label=1,dynamic-nog-0.1*a,100,1,1,0.8198,67.46959281,127.3009271,3.871326208,0.487792969,0.376
guide_mode=dynamic-nog-0.1+scale=20+label=6,dynamic-nog-0.1,20,6,1,0.6748,68.17795881,133.2269129,4.439502239,0.553222656,0.482
guide_mode=dynamic-one-0.5*(1-a)+scale=5+label=1,dynamic-one-0.5*(1-a),5,1,1,0.6089,68.24046237,121.0079034,4.310615063,0.381835938,0.428
guide_mode=dynamic-nog-0.1+scale=100+label=8,dynamic-nog-0.1,100,8,1,0.7666,77.7564404,120.0015849,4.559937477,0.459472656,0.361
guide_mode=dynamic-nog-0.1*a+scale=2+label=8,dynamic-nog-0.1*a,2,8,1,0.4585,91.31622481,114.6664725,5.867586613,0.384765625,0.537
guide_mode=dynamic-nog-0.1*a+scale=5+label=8,dynamic-nog-0.1*a,5,8,1,0.6426,69.31960421,114.6611086,5.001235485,0.467773438,0.494
guide_mode=dynamic-full-0.5*a*(1-a)+scale=50+label=1,dynamic-full-0.5*a*(1-a),50,1,1,0.4414,70.5392404,129.11041,5.274729252,0.370117188,0.657
guide_mode=dynamic-nog-0.1*a+scale=20+label=8,dynamic-nog-0.1*a,20,8,1,0.8252,53.40788278,117.6236415,4.287524223,0.524902344,0.423
guide_mode=dynamic-nog-0.1*a+scale=50+label=8,dynamic-nog-0.1*a,50,8,1,0.8252,61.75401907,118.199799,4.38421917,0.506347656,0.414
guide_mode=dynamic-nog-0.1*a+scale=100+label=8,dynamic-nog-0.1*a,100,8,1,0.7559,78.3802595,119.3279533,4.72542429,0.458007813,0.36
guide_mode=dynamic-two-0.1*a-0.1*(1-a)+scale=5+label=6,dynamic-two-0.1*a-0.1*(1-a),5,6,1,0.5122,72.16552883,132.8409712,5.403593063,0.471191406,0.6
guide_mode=dynamic-two-0.5*a*(1-a)+scale=50+label=6,dynamic-two-0.5*a*(1-a),50,6,1,0.6123,72.29780393,138.7599122,5.188744545,0.537109375,0.525
guide_mode=dynamic-nog-0.5+scale=50+label=1,dynamic-nog-0.5,50,1,1,0.8296,72.46312012,132.4292274,3.674351931,0.455078125,0.237
guide_mode=dynamic-nog-0.5+scale=5+label=1,dynamic-nog-0.5,5,1,1,0.6069,74.07987414,128.1015027,4.292965889,0.379394531,0.348
guide_mode=dynamic-nog-0.5+scale=2+label=8,dynamic-nog-0.5,2,8,1,0.4536,122.7921648,131.0019954,4.889829636,0.392089844,0.359
guide_mode=dynamic-two-0.5*a*(1-a)+scale=2+label=1,dynamic-two-0.5*a*(1-a),2,1,1,0.3857,75.26699278,129.4523132,5.63957262,0.345703125,0.661
guide_mode=dynamic-two-0.5*a-0.5*(1-a)+scale=2+label=1,dynamic-two-0.5*a-0.5*(1-a),2,1,1,0.4438,75.28532086,129.5221196,5.085796356,0.352050781,0.571
guide_mode=dynamic-full-0.5*a*(1-a)+scale=50+label=6,dynamic-full-0.5*a*(1-a),50,6,1,0.3994,75.37217076,137.005121,5.935990334,0.4296875,0.674
guide_mode=dynamic-two-0.1*a-0.1*(1-a)+scale=2+label=1,dynamic-two-0.1*a-0.1*(1-a),2,1,1,0.4009,75.76389541,124.28076,5.444705963,0.331054688,0.596
guide_mode=dynamic-two-0.1*a*(1-a)+scale=50+label=6,dynamic-two-0.1*a*(1-a),50,6,1,0.6245,75.93920126,137.5690841,5.050132275,0.516601563,0.524
guide_mode=dynamic-two-0.1*a*(1-a)+scale=2+label=1,dynamic-two-0.1*a*(1-a),2,1,1,0.3804,76.30693456,125.0777383,5.557992458,0.334960938,0.626
guide_mode=dynamic-nog-0.1*a+scale=5+label=6,dynamic-nog-0.1*a,5,6,1,0.5171,76.3119966,132.6411884,5.360911369,0.453613281,0.527
guide_mode=dynamic-nog-0.5+scale=5+label=8,dynamic-nog-0.5,5,8,1,0.6216,107.2854307,134.0066524,4.703237534,0.440429688,0.347
guide_mode=dynamic-fonly+scale=2+label=1,dynamic-fonly,2,1,1,0.3813,77.31817194,124.5206382,5.586082935,0.329589844,0.615
guide_mode=dynamic-one-0.1*(1-a)+scale=50+label=1,dynamic-one-0.1*(1-a),50,1,1,0.8086,77.46074731,134.8347988,3.886322975,0.427246094,0.254
guide_mode=dynamic-one-0.5*(1-a)+scale=100+label=1,dynamic-one-0.5*(1-a),100,1,1,0.8145,77.58182052,128.7376997,3.769219875,0.456542969,0.307
guide_mode=dynamic-nog-0.5+scale=20+label=8,dynamic-nog-0.5,20,8,1,0.8071,88.06790438,135.8420051,4.316004753,0.507324219,0.297
guide_mode=dynamic-nog-0.5+scale=50+label=8,dynamic-nog-0.5,50,8,1,0.8042,91.23168355,133.5865171,4.49575758,0.461425781,0.289
guide_mode=dynamic-nog-0.1+scale=5+label=6,dynamic-nog-0.1,5,6,1,0.5166,77.98880416,133.1909462,5.310787201,0.453125,0.497
guide_mode=dynamic-two-0.5*a*(1-a)+scale=2+label=6,dynamic-two-0.5*a*(1-a),2,6,1,0.353,78.10500622,137.3098045,6.044168472,0.405273438,0.664
guide_mode=dynamic-nog-0.5+scale=100+label=8,dynamic-nog-0.5,100,8,1,0.7109,103.9169914,130.1443554,4.509026527,0.424804688,0.277
guide_mode=manifold+scale=50+label=1,manifold,50,1,1,0.7456,78.38910978,125.010881,4.27412796,0.431152344,0.379
guide_mode=dynamic-fonly+scale=50+label=6,dynamic-fonly,50,6,1,0.6104,78.66150702,137.8375401,5.079535961,0.51953125,0.478
guide_mode=dynamic-nog-0.5*a+scale=2+label=8,dynamic-nog-0.5*a,2,8,1,0.4463,115.6383596,124.1434476,5.142878532,0.40234375,0.392
guide_mode=dynamic-nog-0.5*a+scale=100+label=1,dynamic-nog-0.5*a,100,1,1,0.8105,78.72344246,131.0674663,3.933592319,0.436523438,0.297
guide_mode=dynamic-nog-0.5*a+scale=5+label=8,dynamic-nog-0.5*a,5,8,1,0.6157,98.29871211,126.1329477,4.952054977,0.444824219,0.414
guide_mode=dynamic-two-0.5*a-0.5*(1-a)+scale=20+label=6,dynamic-two-0.5*a-0.5*(1-a),20,6,1,0.6274,79.31728854,139.2367678,5.073130608,0.477539063,0.523
guide_mode=dynamic-nog-0.1*a+scale=2+label=1,dynamic-nog-0.1*a,2,1,1,0.3906,80.01014466,124.0700551,5.418486595,0.328125,0.553
guide_mode=dynamic-nog-0.5*a+scale=20+label=8,dynamic-nog-0.5*a,20,8,1,0.8066,80.5120599,129.5822271,4.496370792,0.520507813,0.335
guide_mode=dynamic-nog-0.5*a+scale=50+label=8,dynamic-nog-0.5*a,50,8,1,0.8018,85.05730963,128.1327899,4.509344101,0.46484375,0.335
guide_mode=dynamic-two-0.1*a*(1-a)+scale=2+label=6,dynamic-two-0.1*a*(1-a),2,6,1,0.3623,81.41142905,134.9663407,5.871233463,0.418945313,0.604
guide_mode=dynamic-nog-0.5*a+scale=100+label=8,dynamic-nog-0.5*a,100,8,1,0.7305,98.59235546,126.2574553,4.612563133,0.432128906,0.276
guide_mode=dynamic-nog-0.1+scale=2+label=1,dynamic-nog-0.1,2,1,1,0.3867,81.70119663,124.3578364,5.360774517,0.324707031,0.552
guide_mode=dynamic-nog-0.5+scale=100+label=1,dynamic-nog-0.5,100,1,1,0.8037,81.72822917,131.7042019,3.807427645,0.453125,0.27
guide_mode=dynamic-two-0.1*a-0.1*(1-a)+scale=50+label=6,dynamic-two-0.1*a-0.1*(1-a),50,6,1,0.605,82.73565866,139.5907063,5.288906097,0.504394531,0.448
guide_mode=dynamic-fonly+scale=2+label=6,dynamic-fonly,2,6,1,0.3652,83.08613027,134.9085161,5.889351845,0.417480469,0.588
guide_mode=dynamic-one-0.1*(1-a)+scale=2+label=8,dynamic-one-0.1*(1-a),2,8,1,0.4722,124.6923013,115.1723604,5.09091568,0.307617188,0.418
guide_mode=dynamic-one-0.1*(1-a)+scale=5+label=8,dynamic-one-0.1*(1-a),5,8,1,0.6538,111.0186623,115.4657189,4.856710911,0.35546875,0.425
guide_mode=dynamic-nog-0.1*a+scale=50+label=6,dynamic-nog-0.1*a,50,6,1,0.6182,84.68507691,139.2718377,4.979368687,0.49609375,0.463
guide_mode=dynamic-one-0.1*(1-a)+scale=20+label=8,dynamic-one-0.1*(1-a),20,8,1,0.8188,92.51006376,117.7250832,4.514605045,0.431152344,0.364
guide_mode=dynamic-one-0.1*(1-a)+scale=5+label=1,dynamic-one-0.1*(1-a),5,1,1,0.5571,85.20359665,126.3567324,4.364424706,0.349121094,0.331
guide_mode=dynamic-nog-0.1+scale=50+label=6,dynamic-nog-0.1,50,6,1,0.6104,85.72315897,139.2501343,5.045429707,0.508789063,0.472
guide_mode=dynamic-one-0.1*(1-a)+scale=100+label=1,dynamic-one-0.1*(1-a),100,1,1,0.7842,86.77102462,133.9466398,3.939728737,0.380371094,0.256
guide_mode=dynamic-one-0.1*(1-a)+scale=50+label=8,dynamic-one-0.1*(1-a),50,8,1,0.8091,92.4926986,117.9675965,4.472095966,0.439941406,0.357
guide_mode=dynamic-full-0.5*a*(1-a)+scale=20+label=6,dynamic-full-0.5*a*(1-a),20,6,1,0.2866,87.88889905,140.0210694,6.5386796,0.381347656,0.664
guide_mode=dynamic-one-0.1*(1-a)+scale=100+label=8,dynamic-one-0.1*(1-a),100,8,1,0.7383,104.9494463,117.5084611,4.551718712,0.406738281,0.275
guide_mode=dynamic-one-0.5*(1-a)+scale=2+label=8,dynamic-one-0.5*(1-a),2,8,1,0.4072,115.3779185,113.9014194,5.446375847,0.349609375,0.542
guide_mode=dynamic-two-0.1*a-0.1*(1-a)+scale=2+label=6,dynamic-two-0.1*a-0.1*(1-a),2,6,1,0.3677,88.79307386,136.2430331,5.974001408,0.414550781,0.565
guide_mode=dynamic-full-0.1*a*(1-a)+scale=100+label=6,dynamic-full-0.1*a*(1-a),100,6,1,0.292,90.19146172,138.2840317,6.504674911,0.379882813,0.613
guide_mode=classifier+scale=1.0+label=1,classifier,1,1,1,0.8447,33.01601225,115.796742,2.999480724,0.690917969,0.441
guide_mode=classifier+scale=1.0+label=6,classifier,1,6,1,0.8921,44.96441008,142.8239157,2.664008617,0.771972656,0.418
guide_mode=classifier+scale=1.0+label=8,classifier,1,8,1,0.9707,40.46092606,145.9388898,2.986890078,0.736816406,0.292
guide_mode=dynamic-two-0.5*a-0.5*(1-a)+scale=5+label=6,dynamic-two-0.5*a-0.5*(1-a),5,6,1,0.4824,90.93542871,140.26363,5.880269051,0.429199219,0.613
guide_mode=dynamic-one-0.5*(1-a)+scale=5+label=8,dynamic-one-0.5*(1-a),5,8,1,0.5947,97.29910358,111.6213438,5.18770647,0.412597656,0.455
guide_mode=classifier+scale=2.0+label=1,classifier,2,1,1,0.9165,37.43591813,121.9413132,2.95593667,0.710449219,0.382
guide_mode=classifier+scale=2.0+label=8,classifier,2,8,1,0.9854,49.90988822,176.0733061,2.604268789,0.769042969,0.189
guide_mode=classifier+scale=2.0+label=6,classifier,2,6,1,0.9521,59.63297512,163.3319807,2.181533813,0.844726563,0.32
guide_mode=dynamic-one-0.5*(1-a)+scale=20+label=8,dynamic-one-0.5*(1-a),20,8,1,0.771,78.72124893,112.1047669,4.569794178,0.474121094,0.417
guide_mode=dynamic-one-0.5*(1-a)+scale=50+label=8,dynamic-one-0.5*(1-a),50,8,1,0.7886,83.27370172,113.4229175,4.622972965,0.461914063,0.35
guide_mode=dynamic-one-0.5*(1-a)+scale=100+label=8,dynamic-one-0.5*(1-a),100,8,1,0.7192,94.41345594,114.680083,4.673456192,0.415527344,0.299
guide_mode=dynamic-two-0.1*a*(1-a)+scale=2+label=8,dynamic-two-0.1*a*(1-a),2,8,1,0.4629,80.1616058,113.3379788,5.968623161,0.368164063,0.588
guide_mode=dynamic-two-0.1*a*(1-a)+scale=5+label=8,dynamic-two-0.1*a*(1-a),5,8,1,0.6523,57.55339101,111.1358873,4.84860754,0.469238281,0.526
guide_mode=dynamic-two-0.1*a*(1-a)+scale=20+label=8,dynamic-two-0.1*a*(1-a),20,8,1,0.834,42.86745182,112.1079804,4.005180359,0.577148438,0.476
guide_mode=dynamic-two-0.1*a*(1-a)+scale=50+label=8,dynamic-two-0.1*a*(1-a),50,8,1,0.8359,52.58170315,113.5954031,4.155982971,0.545898438,0.437
guide_mode=dynamic-nog-0.5*a+scale=2+label=1,dynamic-nog-0.5*a,2,1,1,0.4087,93.09115304,130.0577108,5.078410625,0.282226563,0.402
guide_mode=dynamic-one-0.5*(1-a)+scale=2+label=1,dynamic-one-0.5*(1-a),2,1,1,0.3916,93.38972391,126.2228394,5.05198431,0.297851563,0.466
guide_mode=dynamic-two-0.5*a*(1-a)+scale=100+label=6,dynamic-two-0.5*a*(1-a),100,6,1,0.5566,93.49709359,144.5362673,5.483576298,0.463867188,0.512
guide_mode=dynamic-nog-0.5*a+scale=20+label=6,dynamic-nog-0.5*a,20,6,1,0.6665,93.5780557,140.7989118,4.46837759,0.5,0.305
